"dataset_id";"observacao_id";"camada_id";"amostra_id";"camada_nome";"profund_sup";"profund_inf";"terrafina";"argila";"silte";"areia";"carbono";"ctc";"ph";"dsi";"ce"
"ctb0032";"RO1683";"3";"1";"AB";60;110;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1683";"4";"1";"Bi";110;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1684";"1";"1";"A";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1685";"1";"1";"A";0;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1685";"2";"1";"AB";40;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1685";"3";"1";"Bw";70;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1686";"1";"1";"A1";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1686";"2";"1";"A2";30;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1686";"3";"1";"Bw1";60;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1686";"4";"1";"Bw2";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1687";"1";"1";"A";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1687";"2";"1";"Bw1";30;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1687";"3";"1";"Bw2";70;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1687";"4";"1";"Bw3";70;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1688";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1688";"2";"1";"AB";25;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1688";"3";"1";"Bw1";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1688";"4";"1";"Bw2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1689";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1689";"2";"1";"AB";15;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1689";"3";"1";"Bw1";50;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1689";"4";"1";"Bw2";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1690";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1690";"2";"1";"AB";20;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1690";"3";"1";"Bw1";60;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1690";"4";"1";"Bw2";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1691";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1691";"2";"1";"AB";20;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1691";"3";"1";"Bw1";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1691";"4";"1";"Bw2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1692";"1";"1";"A";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1692";"2";"1";"Bi1";30;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1692";"3";"1";"Bi2";60;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1692";"4";"1";"Bi3";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1693";"1";"1";"A1";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1693";"2";"1";"A2";20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1693";"3";"1";"Bw";50;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1693";"4";"1";"BC";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1694";"1";"1";"A";0;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1694";"2";"1";"Bi";30;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1694";"3";"1";"BC";70;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1695";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1695";"2";"1";"Bw1";20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1695";"3";"1";"Bw2";50;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1695";"4";"1";"Bw3";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1696";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1696";"2";"1";"Bw1";20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1696";"3";"1";"Bw2";50;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1696";"4";"1";"Bw3";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1697";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1697";"2";"1";"AB";25;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1697";"3";"1";"Bt1";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1697";"4";"1";"Bt2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1698";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1698";"2";"1";"Cr1";15;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1698";"3";"1";"Cr2";45;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1699";"1";"1";"A1";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1699";"2";"1";"A2";20;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1699";"3";"1";"AB";60;85;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1699";"4";"1";"Bi";85;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1700";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1700";"2";"1";"Bi";10;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1701";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1701";"2";"1";"Bw1";10;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1701";"3";"1";"Bw2";50;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1702";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1702";"2";"1";"AB";10;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1702";"3";"1";"Bw1";25;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1702";"4";"1";"Bw2";55;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1702";"5";"1";"BC";120;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1703";"1";"1";"A";7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1703";"2";"1";"Bw1";10;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1703";"3";"1";"Bw2";40;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1703";"4";"1";"Bw3";120;200;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1704";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1704";"2";"1";"Bi";25;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1704";"3";"1";"BC";60;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1705";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1705";"2";"1";"Bi1";20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1705";"3";"1";"Bi2";50;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1705";"4";"1";"Bi3";90;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1706";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1706";"2";"1";"AC";10;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1706";"3";"1";"C1";30;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1706";"4";"1";"C2";100;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1707";"1";"1";"A";0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1707";"2";"1";"Bw1";18;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1707";"3";"1";"Bw1";70;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1708";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1708";"2";"1";"AC";20;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1708";"3";"1";"C";60;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1709";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1709";"2";"1";"Cr1";10;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1709";"3";"1";"Cr2";50;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1710";"1";"1";"A";0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1710";"2";"1";"Bw1";18;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1710";"3";"1";"Bw2";45;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1710";"4";"1";"Bw3";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1711";"1";"1";"A";0;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1711";"2";"1";"Bw1";12;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1711";"3";"1";"Bw2";50;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1711";"4";"1";"Bw3";100;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1712";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1712";"2";"1";"Bw1";20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1712";"3";"1";"Bw2";40;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1712";"4";"1";"Bw3";90;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1713";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1713";"2";"1";"AC";25;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1713";"3";"1";"Cr";40;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1714";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1714";"2";"1";"AB";20;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1714";"3";"1";"Bt";55;85;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1714";"4";"1";"BC";85;110;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1715";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1715";"2";"1";"Bi1";20;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1715";"3";"1";"Bi2";35;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1715";"4";"1";"R";50;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1716";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1716";"2";"1";"AB";10;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1716";"3";"1";"Bt";30;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1716";"4";"1";"BC";80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1717";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1717";"2";"1";"Bw1";15;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1717";"3";"1";"Bw2";30;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1717";"4";"1";"BC";90;170;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1718";"1";"1";"A";0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1718";"2";"1";"AB";18;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1718";"3";"1";"Bt1";30;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1718";"4";"1";"Bt2";90;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1719";"1";"1";"A1";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1719";"2";"1";"A2";20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1719";"3";"1";"Bt";40;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1719";"4";"1";"BC";100;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1720";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1720";"2";"1";"Bw1";10;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1720";"3";"1";"Bw2";50;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1720";"4";"1";"BC";80;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1721";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1721";"2";"1";"AB";20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1721";"3";"1";"BA";40;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1721";"4";"1";"Bi";80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1722";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1722";"2";"1";"Bi";20;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1722";"3";"1";"Cr";70;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1723";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1723";"2";"1";"Bw1";20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1723";"3";"1";"Bw2";50;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1723";"4";"1";"Bw3";70;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1724";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1724";"2";"1";"AB";10;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1724";"3";"1";"Bt";60;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1725";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1725";"2";"1";"Bi1";15;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1725";"3";"1";"Bi2";30;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1725";"4";"1";"C";60;160;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1726";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1726";"2";"1";"AB";20;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1726";"3";"1";"Bw1";70;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1726";"4";"1";"Bw2";95;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1727";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1727";"2";"1";"AB";15;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1727";"3";"1";"Bw1";35;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1727";"4";"1";"Bw2";50;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1728";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1728";"2";"1";"AB";20;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1728";"3";"1";"Bt1";55;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1728";"4";"1";"Bt2";90;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1729";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1729";"2";"1";"AB";15;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1729";"3";"1";"Bw1";50;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1729";"4";"1";"Bw2";100;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1730";"1";"1";"h";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1730";"2";"1";"Bw1";15;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1730";"3";"1";"Bw2";55;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1730";"4";"1";"Bw3";90;110;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1731";"1";"1";"A";0;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1731";"2";"1";"AB";6;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1731";"3";"1";"Bw1";25;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1731";"4";"1";"Bw2";60;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1732";"1";"1";"A1";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1732";"2";"1";"A2";15;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1732";"3";"1";"AB";45;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1732";"4";"1";"Bi1";80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1733";"1";"1";"A1";0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1733";"2";"1";"A2";18;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1733";"3";"1";"Cg";50;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1733";"4";"1";"Cr";95;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1734";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1734";"2";"1";"AC";15;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1734";"3";"1";"Cg";60;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1734";"4";"1";"Cr";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1735";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1735";"2";"1";"Bw1";15;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1735";"3";"1";"Bw2";50;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1735";"4";"1";"Bw3";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1736";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1736";"2";"1";"Bt1";20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1736";"3";"1";"Bt2";40;85;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1736";"4";"1";"Bt3";85;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1737";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1737";"2";"1";"Bw1";25;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1737";"3";"1";"Bw2";50;100;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1737";"4";"1";"Bw3";100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1738";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1738";"2";"1";"Bw1";25;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1738";"3";"1";"Bw2";45;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1738";"4";"1";"Bw3";90;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1739";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1739";"2";"1";"Bw1";25;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1739";"3";"1";"Bw2";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1739";"4";"1";"Bw3";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1740";"1";"1";"A1";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1740";"2";"1";"A2";20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1740";"3";"1";"C1";40;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1740";"4";"1";"C2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1741";"1";"1";"A1";0;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1741";"2";"1";"A2";12;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1741";"3";"1";"AB";30;65;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1741";"4";"1";"Bt";65;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1742";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1742";"2";"1";"AC";15;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1742";"3";"1";"C1";35;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1743";"1";"1";"A1";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1743";"2";"1";"A2";15;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1743";"3";"1";"Bt1";35;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1743";"4";"1";"Bt2";60;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1744";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1744";"2";"1";"AB1";10;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1744";"3";"1";"AB2";40;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1744";"4";"1";"Bf";80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1745";"1";"1";"A";0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1745";"2";"1";"Bw1";10;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1745";"3";"1";"Bw2";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1745";"4";"1";"Bw3";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1746";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1746";"2";"1";"AC";20;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1746";"3";"1";"C1";60;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1746";"4";"1";"C2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1747";"1";"1";"A";0;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1747";"2";"1";"AC";20;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1747";"3";"1";"C1";45;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1747";"4";"1";"C2";90;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1748";"1";"1";"A";0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1748";"2";"1";"Bw1";5;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1748";"3";"1";"Bw2";12;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1748";"4";"1";"Bw3";25;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1748";"5";"1";"Bw4";45;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1749";"1";"1";"A";0;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1749";"2";"1";"AC";25;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1749";"3";"1";"Ç1";45;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1749";"4";"1";"C2";80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1750";"1";"1";"A";0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1750";"2";"1";"Bt1";15;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0032";"RO1750";"3";"1";"Bt2";30;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
